ID,Aircraft Type,Operator,Operator Country,Status,Build Date,Build Country,First Customer Delivery Date,Delivery Date Operator,Nr. of Engines,Engine Manufacturer,Engine Type,Config (Pax/Con),Seat Total,Haul,Range (km),Age (Years),Main Hub,current_technology,operator_economic_weight,operator_environmental_weight,free_ets_allocation,peer_influence,investment_logic,decision_attitude,registration,icao24,annual_flights_base,annual_distance_km_base,mean_stage_length_km_base,fuel_burn_per_year_base,baseline_energy_demand,data_source
129,A320,Eurowings,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AEWJ,3c56ea,1038,1088323.94777391,1048.4816452542486,4409754.140631092,52672063.34642693,type_median_fallback
130,A320,Eurowings,Germany,Active,2016-07-01,Germany,2016-07-01,2016-07-01,2.0,CFM International,CFM56-5,Pax,180.0,Medium-haul,6100.0,6.5,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AEWK,3c56eb,1095,1240740.1584735978,1133.0960351357055,4951068.852418784,59137766.84833548,bulk_matched
131,A320,Eurowings,Germany,Active,2016-07-01,Germany,2016-08-01,2016-08-01,2.0,CFM International,CFM56-5,Pax,180.0,Medium-haul,6100.0,6.5,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AEWL,3c56ec,1080,1164314.6005949995,1078.0690746249998,4688022.744995043,55995827.23188524,bulk_matched
132,A320,Eurowings,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AEWM,3c56ed,1080,1153719.3069091002,1068.258617508426,4648229.963481784,55520524.563810185,type_median_fallback
133,A320,Eurowings,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AEWN,3c56ee,1092,1139845.3228345728,1043.8143982001582,4617992.201744202,55159351.29861129,type_median_fallback
134,A320,Eurowings,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AEWO,3c56ef,1030,1166044.9615462618,1132.0824869381183,4651823.579953399,55563448.31611004,type_median_fallback
135,A320,Eurowings,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AEWP,3c56f0,1046,1143986.1364498488,1093.676994693928,4594101.263660178,54873987.31594103,type_median_fallback
136,A320,Eurowings,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AEWQ,3c56f1,1105,1264924.235200889,1144.727814661438,5039997.736605254,60199972.9650072,type_median_fallback
137,A320,Eurowings,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AEWR,3c56f2,1036,1189790.1976865774,1148.4461367631056,4737082.144509744,56581814.50386639,type_median_fallback
138,A320,Eurowings,Germany,Active,2016-11-01,Germany,2016-12-01,2016-12-01,2.0,CFM International,CFM56-5,Pax,180.0,Medium-haul,6100.0,6.1,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AEWS,3c56f3,1024,1136884.8649261522,1110.2391259044457,4554067.614317002,54395807.61545308,bulk_matched
139,A320,Eurowings,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AEWT,3c56f4,1038,1223331.405985379,1178.546633897282,4845095.588290973,57871975.0823644,type_median_fallback
140,A320,Eurowings,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AEWU,3c56f5,994,1154660.5799653332,1161.630362138162,4590475.940613981,54830684.84622255,type_median_fallback
141,A320,Eurowings,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AEWV,3c56f6,1109,1198612.6730437074,1080.804935116057,4825252.688677906,57634962.67031944,type_median_fallback
142,A320,Eurowings,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AEWW,3c56f7,1011,1225642.9376562026,1212.3075545560855,4830102.906592744,57692895.82874666,type_median_fallback
143,A333,Eurowings Discover,Germany,Active,2013-01-01,,,,,,,,127.5,Long-haul,11750.0,12.8,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AFYQ,3c5b31,272,1989310.9285761493,7313.643119765255,13662092.673824675,163186106.93735027,type_median_fallback
144,A333,Eurowings Discover,Germany,Active,2013-01-01,,,,,,,,127.5,Long-haul,11750.0,12.8,Frankfurt,kerosene_long,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AFYR,3c5b32,201,1495422.3354813224,7439.912116822499,10254136.294180892,122479961.29160511,type_median_fallback
145,E190,German Airways,Germany,Parked,2009-11-01,Brazil,2009-11-01,2022-04-01,2.0,GE-Aviation,CF34,,100.0,Medium-haul,4537.0,13.2,Munich,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AGMP,3c5db0,1621,827607.5911581723,510.5537268094832,3086883.4082328063,36871107.37611407,bulk_matched
146,A319,Eurowings,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AGWA,3c5ee1,1602,1429012.5877796998,892.0178450559924,5597756.533048876,66862091.92252824,type_median_fallback
147,A319,Eurowings,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AGWB,3c5ee2,1395,1173487.0998755794,841.2093905918132,4648467.570013272,55523362.641825184,type_median_fallback
148,A319,Eurowings,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AGWC,3c5ee3,1600,1336081.8166176598,835.0511353860373,5303414.011647705,63346334.02801426,type_median_fallback
149,A319,Eurowings,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AGWD,3c5ee4,1463,1257988.376075442,859.8690198738495,4968812.846253775,59349708.99692008,type_median_fallback
150,A319,Eurowings,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AGWE,3c5ee5,1423,1303476.361164941,916.0058757308088,5075228.385409569,60620783.49239208,type_median_fallback
151,A319,Eurowings,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AGWF,3c5ee6,1432,1265391.381840085,883.6531996089976,4960643.956101266,59252136.14232068,type_median_fallback
152,A319,Eurowings,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AGWG,3c5ee7,1461,1318579.6187851485,902.5185617968162,5142009.819293833,61418450.61934301,type_median_fallback
153,A319,Eurowings,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AGWH,3c5ee8,1548,1421490.3149724945,918.2753972690532,5526405.647791253,66009845.23750664,type_median_fallback
154,A319,Eurowings,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AGWI,3c5ee9,1257,1102807.726301783,877.3331155940995,4331048.900597783,51731972.97936241,type_median_fallback
155,A319,Eurowings,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AGWJ,3c5eea,1281,1103496.2770739244,861.4334715643438,4344207.852101356,51889149.34454398,type_median_fallback
156,A319,Eurowings,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AGWK,3c5eeb,1395,1188774.3433116255,852.1679880370076,4702105.617004442,56164039.31421973,type_median_fallback
157,A319,Eurowings,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AGWL,3c5eec,1389,1253562.4869213423,902.4927911600736,4893590.401152236,58451218.68042948,type_median_fallback
158,A319,Eurowings,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AGWM,3c5eed,1518,1317968.4630663765,868.2269190160581,5192501.302767815,62021543.33861557,type_median_fallback
159,A319,Eurowings,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AGWN,3c5eee,1550,1411034.9269912045,910.3451141878736,5494544.546952469,65629282.08859894,type_median_fallback
160,A319,Eurowings,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AGWO,3c5eef,1408,1268515.5382495602,900.9343311431536,4961131.5330889085,59257959.97856197,type_median_fallback
161,A319,Eurowings,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AGWP,3c5ef0,1591,1407680.7402891295,884.7773351911562,5517059.895464788,65898215.418051645,type_median_fallback
162,A319,Eurowings,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AGWR,3c5ef2,1586,1446752.4176724595,912.2020287972632,5633642.08230699,67290724.87200017,type_median_fallback
163,A319,Eurowings,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AGWU,3c5ef5,1732,1490683.5334945223,860.6717860822877,5881403.437128698,70250096.61014834,type_median_fallback
164,A319,Eurowings,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AGWV,3c5ef6,1607,1496131.7121664016,931.0091550506544,5796168.276775021,69232009.97259055,type_median_fallback
165,A319,Eurowings,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AGWX,3c5ef8,1628,1410349.5430402623,866.3080731205544,5558843.543639382,66397297.882359296,type_median_fallback
166,B738,TUIfly,Germany,Active,2008-12-01,United States,2008-12-01,2017-04-01,2.0,CFM International,CFM56-7,Pax,189.0,Medium-haul,5665.0,14.1,Hannover,kerosene_medium,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AHLK,3c618b,448,845401.9848241415,1887.0580018396013,3080269.477580262,36792107.64887535,bulk_matched
167,A321,Condor,Germany,Active,2012-01-01,,,,,,,,205.0,Short-haul,5950.0,14.4,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIAA,3c6421,561,675769.2255448736,1204.579724678919,3082771.830199648,36821996.86071802,type_median_fallback
168,A321,Condor,Germany,Active,2014-03-01,Germany,2014-04-01,2014-04-01,2.0,CFM International,CFM56-5,Pax,220.0,Medium-haul,5950.0,8.8,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIAD,3c6424,740,812049.3716711072,1097.3640157717666,3774770.734298692,45087539.32634549,bulk_matched
169,A321,Condor,Germany,Active,2015-01-01,Germany,2015-02-01,2015-02-01,2.0,CFM International,CFM56-5,Pax,220.0,Medium-haul,5950.0,8.0,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIAF,3c6426,710,767407.1284329933,1080.8551104690046,3570750.719277713,42650633.59137268,bulk_matched
170,A321,Condor,Germany,Active,2015-05-01,Germany,2015-05-01,2015-05-01,2.0,CFM International,CFM56-5,Pax,220.0,Medium-haul,5950.0,7.7,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIAG,3c6427,760,854268.6250109174,1124.0376644880494,3946199.26119976,47135157.84210824,bulk_matched
171,A321,Condor,Germany,Active,2012-01-01,,,,,,,,205.0,Short-haul,5950.0,14.4,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIAI,3c6429,813,899070.523649617,1105.8678027670564,4170296.177384229,49811871.007644966,type_median_fallback
172,A321,Condor,Germany,Active,2012-01-01,,,,,,,,205.0,Short-haul,5950.0,14.4,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIAS,3c6433,672,675278.9038874983,1004.8793212611582,3186857.6398856426,38065244.0319674,type_median_fallback
173,A319,Lufthansa,Germany,Active,2009-12-01,Germany,2009-12-01,2009-12-01,2.0,CFM International,CFM56-5,Pax,138.0,Medium-haul,6950.0,13.1,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIBA,3c6441,1940,1064704.914409588,548.8169661905092,4602664.135654262,54976266.06475924,bulk_matched
174,A319,Lufthansa,Germany,Active,2010-01-01,Germany,2010-02-01,2010-02-01,2.0,CFM International,CFM56-5,Pax,138.0,Medium-haul,6950.0,13.0,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIBB,3c6442,1891,1073192.561065694,567.5264733292936,4610485.255659272,55069684.99815242,bulk_matched
175,A319,Lufthansa,Germany,Active,2010-05-01,Germany,2010-06-01,2010-06-01,2.0,CFM International,CFM56-5,Pax,138.0,Medium-haul,6950.0,12.6,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIBC,3c6443,1816,1034254.6940427758,569.5235099354492,4428460.832429834,52895504.38735634,bulk_matched
176,A319,Lufthansa,Germany,Active,2010-09-01,Germany,2010-10-01,2010-10-01,2.0,CFM International,CFM56-5,Pax,138.0,Medium-haul,6950.0,12.3,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIBD,3c6444,2026,1117450.653555964,551.5551103435164,4826569.862896111,57650695.58459244,bulk_matched
177,A319,Lufthansa,Germany,Active,2010-11-01,Germany,2010-11-01,2010-11-01,2.0,CFM International,CFM56-5,Pax,138.0,Medium-haul,6950.0,12.2,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIBE,3c6445,1941,1085963.3321026738,559.4865183424389,4662757.239961323,55694044.81064914,bulk_matched
178,A319,Lufthansa,Germany,Active,2011-08-01,Germany,2011-08-01,2011-08-01,2.0,CFM International,CFM56-5,Pax,138.0,Medium-haul,6950.0,11.5,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIBF,3c6446,1986,1072284.3262842144,539.9216144432097,4635631.943342447,55370048.21214591,bulk_matched
179,A319,Lufthansa,Germany,Active,2011-09-01,Germany,2011-09-01,2011-09-01,2.0,CFM International,CFM56-5,Pax,138.0,Medium-haul,6950.0,11.4,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIBG,3c6447,1950,1073107.857785351,550.3117219412057,4620682.776606046,55191488.72057222,bulk_matched
180,A319,Lufthansa,Germany,Active,2012-07-01,Germany,2012-07-01,2012-07-01,2.0,CFM International,CFM56-5,Pax,138.0,Medium-haul,6950.0,10.5,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIBH,3c6448,1870,1010747.15386309,540.5064993920267,4370964.41412775,52208741.61319257,bulk_matched
181,A319,Lufthansa,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIBI,3c6449,1766,990432.8309756572,560.8339926249474,4243676.947499992,50688363.53958324,type_median_fallback
182,A319,Lufthansa,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIBJ,3c644a,2060,1097786.5746312412,532.9061041899229,4782867.838757884,57128699.18516362,type_median_fallback
183,A319,Lufthansa CityLine,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Munich,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIBM,3c644d,984,576750.9509205129,586.1290151631229,2477938.60529452,29597600.00768454,type_median_fallback
184,A319,Lufthansa CityLine,Germany,Active,2001-01-01,,,,,,,,138.0,Short-haul,6950.0,25.450000000000003,Munich,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIBP,3c6450,707,414733.83620773855,586.6108008596019,1786791.7814637572,21342235.16748377,type_median_fallback
185,A320,Condor,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AICA,3c6461,169,146745.9035225028,868.3189557544545,607558.498011317,7256948.726246285,type_median_fallback
186,A320,Condor,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AICG,3c6467,862,557571.5449137901,646.8347388791068,2474476.0162562914,29556241.305283483,type_median_fallback
187,A320,Condor,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AICH,3c6468,673,580280.3903342736,862.2294061430514,2412956.1088198423,28821420.188681453,type_median_fallback
188,A320,Condor,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AICI,3c6469,1150,684061.9484667542,594.8364769276124,3095841.6577821905,36978108.69017617,type_median_fallback
189,A320,Condor,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AICS,3c6473,1048,671671.2008241626,640.9076343742009,2990114.547191597,35715257.09145519,type_median_fallback
190,A320,Condor,Germany,Active,2016-01-01,,,,,,,,168.0,Short-haul,6100.0,10.25,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AICU,3c6475,867,505521.55171496014,583.0698405016841,2309370.590304312,27584148.71752372,type_median_fallback
191,A321,Lufthansa,Germany,Active,2010-06-01,Germany,2010-06-01,2010-06-01,2.0,International Aero Engines,V2500,Pax,205.0,Medium-haul,5950.0,12.6,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIDA,3c6481,925,937850.3108615384,1013.89222795842,4459462.428107528,53265801.22461769,bulk_matched
192,A321,Lufthansa,Germany,Active,2010-12-01,Germany,2010-12-01,2010-12-01,2.0,International Aero Engines,V2500,Pax,205.0,Medium-haul,5950.0,12.1,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIDB,3c6482,894,934505.647688305,1045.3083307475447,4410608.040515123,52682262.70615286,bulk_matched
193,A321,Lufthansa,Germany,Active,2011-01-01,Germany,2011-01-01,2011-01-01,2.0,International Aero Engines,V2500,Pax,205.0,Medium-haul,5950.0,12.0,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIDC,3c6483,1221,1199716.972315703,982.5691828957436,5732804.736288253,68475167.68344301,bulk_matched
194,A321,Lufthansa,Germany,Active,2012-01-01,,,,,,,,205.0,Short-haul,5950.0,14.4,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIDD,3c6484,877,884493.7705443623,1008.5447782717928,4223289.144509232,50444842.55941582,type_median_fallback
195,A321,Lufthansa,Germany,Active,2012-01-01,,,,,,,,205.0,Short-haul,5950.0,14.4,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIDE,3c6485,1143,1255281.7493411736,1098.2342513921028,5872505.931228231,70143820.84522608,type_median_fallback
196,A321,Lufthansa,Germany,Active,2011-02-01,Germany,2011-03-01,2011-03-01,2.0,International Aero Engines,V2500,Pax,205.0,Medium-haul,5950.0,11.9,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIDF,3c6486,1329,1274009.5843374506,958.6227120673068,6138976.53988598,73326664.22641587,bulk_matched
197,A321,Lufthansa,Germany,Active,2011-04-01,Germany,2011-04-01,2011-04-01,2.0,International Aero Engines,V2500,Pax,205.0,Medium-haul,5950.0,11.8,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIDG,3c6487,1162,1249417.7021742342,1075.2303805286008,5870516.167293192,70120054.22044647,bulk_matched
198,A321,Lufthansa,Germany,Active,2011-05-01,Germany,2011-05-01,2011-05-01,2.0,International Aero Engines,V2500,Pax,205.0,Medium-haul,5950.0,11.7,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIDH,3c6488,1165,1191545.953849174,1022.7862264799776,5653879.194840901,67532445.93837743,bulk_matched
199,A321,Lufthansa,Germany,Active,2011-06-01,Germany,2011-06-01,2011-06-01,2.0,International Aero Engines,V2500,Pax,205.0,Medium-haul,5950.0,11.6,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIDI,3c6489,1096,1165989.7971542925,1063.8593039728946,5481374.818847718,65471977.00290328,bulk_matched
200,A321,Lufthansa,Germany,Active,2011-07-01,Germany,2011-07-01,2011-07-01,2.0,International Aero Engines,V2500,Pax,205.0,Medium-haul,5950.0,11.5,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIDJ,3c648a,1016,1081444.8381465904,1064.4142107742032,5092152.927976118,60822937.75082587,bulk_matched
201,A321,Lufthansa,Germany,Active,2011-08-01,Germany,2011-08-01,2011-08-01,2.0,International Aero Engines,V2500,Pax,205.0,Medium-haul,5950.0,11.4,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIDK,3c648b,1014,1081140.5677298566,1066.2135776428563,5084316.265871781,60729333.17569071,bulk_matched
202,A321,Lufthansa,Germany,Active,2012-01-01,,,,,,,,205.0,Short-haul,5950.0,14.4,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIDL,3c648c,1059,1132776.8777818647,1069.6665512576626,5329950.697923729,63663300.00297786,type_median_fallback
203,A321,Lufthansa,Germany,Active,2012-01-01,,,,,,,,205.0,Short-haul,5950.0,14.4,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIDM,3c648d,1251,1214397.759777418,970.7416145303102,5841714.042733269,69776028.84375848,type_median_fallback
204,A321,Lufthansa,Germany,Parked,2011-12-01,Germany,2011-12-01,2011-12-01,2.0,International Aero Engines,V2500,Pax,205.0,Medium-haul,5950.0,11.1,Frankfurt,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIDN,3c648e,1144,1108282.0030245194,968.7779746717828,5331999.928903177,63687776.92856574,bulk_matched
205,A321,Eurowings,Germany,Active,2012-01-01,,,,,,,,205.0,Medium-haul,5950.0,14.4,Dusseldorf,kerosene_medium,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIDO,3c648f,878,1386796.0223940746,1579.4943307449596,6136628.255402616,73298615.27286457,type_median_fallback
206,A321,Eurowings,Germany,Active,2012-01-01,,,,,,,,205.0,Medium-haul,5950.0,14.4,Dusseldorf,kerosene_medium,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIDP,3c6490,835,1313145.425146192,1572.6292516720864,5814977.064936796,69456670.49785617,type_median_fallback
207,A321,Eurowings,Germany,Active,2012-01-01,,,,,,,,205.0,Medium-haul,5950.0,14.4,Dusseldorf,kerosene_medium,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIDQ,3c6491,805,1218691.5419604655,1513.9025365968516,5429289.061553213,64849841.56855225,type_median_fallback
208,A321,Eurowings,Germany,Active,2012-01-01,,,,,,,,205.0,Medium-haul,5950.0,14.4,Dusseldorf,kerosene_medium,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIDT,3c6494,783,1253182.5213213025,1600.4885329773977,5537516.120396497,66142553.660291485,type_median_fallback
209,A321,Eurowings,Germany,Active,2012-01-01,,,,,,,,205.0,Short-haul,5950.0,14.4,Dusseldorf,kerosene_short,0.0,0.0,0,0.15,ambiguity_aware_utility,ambiguity_averse,D-AIDU,3c6495,828,1214193.872926848,1466.417720926145,5435021.161853934,64918308.32214421,type_median_fallback
